X,Y,X,Y,id,gridarea,buildingfootprintarea,percentbuilt,join_Point_X,join_Point_Y,distToBuilding,terrain,HorticultureZone,Area,Temparea,Valley
22205.2255084246,30990.3841695008,103.78125,1.29654,"4926",399.99967,45.43168,11.35793,103.78098,1.29640,7.46603,23.78581,Zone 3,,,Valley
22205.2250990684,30970.4806892716,103.78125,1.29636,"4927",399.99967,191.43302,47.85829,103.78098,1.29640,3.86816,24.17910,Zone 3,,,Valley
22205.2246897691,30950.5772090708,103.78125,1.29618,"4928",399.99967,285.09569,71.27398,103.78141,1.29628,0.00000,26.40598,Zone 3,,,Valley
22205.2242805265,30930.6737288984,103.78125,1.29600,"4929",399.99967,327.39256,81.84821,103.78115,1.29605,0.00000,28.13173,Zone 3,,,Valley
22205.2238713408,30910.7702487543,103.78125,1.29582,"4930",399.99967,170.40980,42.60249,103.78101,1.29590,0.00000,29.82993,Zone 3,,,Valley
22205.2234394842,30889.7610197442,103.78125,1.29563,"4931",399.99967,174.25125,43.56285,103.78099,1.29573,1.07551,31.25495,Zone 3,,,Valley
22205.2230304153,30869.8575396585,103.78125,1.29545,"4932",399.99967,231.72875,57.93224,103.78113,1.29535,0.00000,32.61914,Zone 3,,,Valley
22205.2226214032,30849.9540596012,103.78125,1.29527,"4933",399.99967,75.50028,18.87509,103.78113,1.29535,5.86534,34.00706,Zone 3,,,Valley
22205.222212448,30830.0505795724,103.78125,1.29509,"4934",399.99967,109.05431,27.26360,103.78121,1.29513,1.68699,35.58583,Zone 3,,,Valley
22205.2218035495,30810.1470995718,103.78125,1.29491,"4935",399.99967,382.70608,95.67660,103.78120,1.29495,0.00000,37.26456,Zone 3,,,Valley
22225.2591535041,31050.0941988629,103.78143,1.29708,"4996",399.99967,8.22714,2.05679,103.78106,1.29704,11.00748,22.21591,Zone 3,,,Valley
22225.2587453928,31030.1907186056,103.78143,1.29690,"4997",399.99967,222.90982,55.72750,103.78176,1.29691,0.00000,22.35144,Zone 3,,,Valley
22225.2583373381,31010.2872383766,103.78143,1.29672,"4998",399.99967,235.07580,58.76900,103.78133,1.29669,0.00000,22.31773,Zone 3,,,Valley
22225.25792934,30990.383758176,103.78143,1.29654,"4999",399.99967,175.89712,43.97432,103.78133,1.29669,4.53154,23.10454,Zone 3,,,Valley
22225.2575213985,30970.4802780039,103.78143,1.29636,"5000",399.99967,393.39432,98.34866,103.78141,1.29628,0.00000,23.80664,Zone 3,,,Valley
22225.2571135137,30950.5767978602,103.78143,1.29618,"5001",399.99967,383.46291,95.86581,103.78141,1.29628,0.00000,25.60368,Zone 3,,,Valley
22225.2567056855,30930.6733177448,103.78143,1.29600,"5002",399.99967,103.24193,25.81050,103.78115,1.29605,5.99254,27.16518,Zone 3,,,Valley
22225.2562979139,30910.7698376579,103.78143,1.29582,"5003",399.99967,82.89044,20.72263,103.78145,1.29587,3.92769,28.88663,Zone 3,,,Valley
22225.2554598947,30869.8571286794,103.78143,1.29545,"5005",399.99967,56.08265,14.02067,103.78171,1.29529,4.83062,31.68475,Zone 3,,,Valley
22225.2550522961,30849.9536486791,103.78143,1.29527,"5006",399.99967,232.72155,58.18044,103.78171,1.29529,0.00000,32.99030,Zone 3,,,Valley
22225.2546447542,30830.0501687073,103.78143,1.29509,"5007",399.99967,181.65779,45.41448,103.78171,1.29529,1.09931,34.38740,Zone 3,,,Valley
22225.254237269,30810.1466887639,103.78143,1.29491,"5008",399.99967,333.86857,83.46721,103.78120,1.29495,0.00000,35.69765,Zone 3,,,Valley
22245.2915701167,31050.0937887916,103.78161,1.29708,"5069",399.99967,181.12349,45.28091,103.78176,1.29691,0.78457,22.84276,Zone 3,,,Valley
22245.2911634207,31030.1903085911,103.78161,1.29690,"5070",399.99967,192.36258,48.09068,103.78176,1.29691,0.36911,22.87901,Zone 3,,,Valley
22245.2907567811,31010.286828419,103.78161,1.29672,"5071",399.99967,133.96621,33.49158,103.78176,1.29691,5.20010,22.68182,Zone 3,,,Valley
22245.290350198,30990.3833482753,103.78161,1.29654,"5072",399.99967,276.16584,69.04152,103.78183,1.29648,0.00000,22.99094,Zone 3,,,Valley
22245.2899436713,30970.4798681601,103.78161,1.29636,"5073",399.99967,165.09950,41.27491,103.78141,1.29628,0.38529,23.74612,Zone 3,,,Valley
22245.289537201,30950.5763880732,103.78161,1.29618,"5074",399.99967,163.49724,40.87434,103.78179,1.29600,2.65107,24.96939,Zone 3,,,Valley
22245.2891307871,30930.6729080147,103.78161,1.29600,"5075",399.99967,287.36567,71.84148,103.78179,1.29600,0.00000,26.41317,Zone 3,,,Valley
22245.2887244297,30910.7694279846,103.78161,1.29582,"5076",399.99967,256.46838,64.11715,103.78179,1.29600,0.00000,28.21611,Zone 3,,,Valley
22245.2882955581,30889.7601990948,103.78161,1.29563,"5077",399.99967,92.08271,23.02070,103.78167,1.29559,5.09581,29.68631,Zone 3,,,Valley
22245.2878893167,30869.856719123,103.78161,1.29545,"5078",399.99967,269.80775,67.45199,103.78167,1.29559,0.00000,31.08316,Zone 3,,,Valley
22245.2874831317,30849.9532391797,103.78161,1.29527,"5079",399.99967,399.99967,100.00000,103.78171,1.29529,0.00000,32.45834,Zone 3,,,Valley
22245.2870770032,30830.0497592647,103.78161,1.29509,"5080",399.99967,335.35055,83.83771,103.78171,1.29529,0.00000,33.92027,Zone 3,,,Valley
22265.3239866722,31050.0933801449,103.78179,1.29708,"5142",399.99967,286.57178,71.64300,103.78176,1.29691,0.00000,23.00633,Zone 3,,,Valley
22265.3235813916,31030.189900001,103.78179,1.29690,"5143",399.99967,129.79714,32.44931,103.78176,1.29691,5.78436,23.05435,Zone 3,,,Valley
22265.3231761671,31010.2864198856,103.78179,1.29672,"5144",399.99967,236.11297,59.02829,103.78176,1.29691,0.00000,22.64334,Zone 3,,,Valley
22265.3227709989,30990.3829397986,103.78179,1.29654,"5145",399.99967,351.67640,87.91917,103.78183,1.29648,0.00000,22.47370,Zone 3,,,Valley
22265.3223658869,30970.47945974,103.78179,1.29636,"5146",399.99967,202.58848,50.64716,103.78183,1.29648,0.58406,23.21762,Zone 3,,,Valley
22265.3219608312,30950.5759797098,103.78179,1.29618,"5147",399.99967,378.68524,94.67139,103.78179,1.29600,0.00000,24.06865,Zone 3,,,Valley
22265.3215558317,30930.672499708,103.78179,1.29600,"5148",399.99967,399.99967,100.00000,103.78179,1.29600,0.00000,25.76059,Zone 3,,,Valley
22265.3211508884,30910.7690197346,103.78179,1.29582,"5149",399.99967,397.48222,99.37064,103.78179,1.29600,0.00000,27.78074,Zone 3,,,Valley
22265.3207235093,30889.7597909046,103.78179,1.29563,"5150",399.99967,251.92575,62.98149,103.78171,1.29529,0.00000,29.45397,Zone 3,,,Valley
22265.3203186816,30869.8563109895,103.78179,1.29545,"5151",399.99967,399.99967,100.00000,103.78171,1.29529,0.00000,31.04352,Zone 3,,,Valley
22265.3199139102,30849.9528311028,103.78179,1.29527,"5152",399.99967,399.61079,99.90278,103.78171,1.29529,0.00000,32.50998,Zone 3,,,Valley
22265.319509195,30830.0493512445,103.78179,1.29509,"5153",399.99967,257.31754,64.32944,103.78171,1.29529,0.00000,33.98096,Zone 3,,,Valley
22285.3559993054,31030.1894928354,103.78197,1.29690,"5216",399.99968,260.55326,65.13837,103.78176,1.29691,0.00000,23.05670,Zone 3,,,Valley
22285.3555954961,31010.2860127765,103.78197,1.29672,"5217",399.99968,273.28047,68.32017,103.78176,1.29691,0.00000,22.94765,Zone 3,,,Valley
22285.3551917428,30990.3825327459,103.78197,1.29654,"5218",399.99968,163.09017,40.77258,103.78183,1.29648,0.00000,22.77514,Zone 3,,,Valley
22285.3547880456,30970.4790527438,103.78197,1.29636,"5219",399.99968,226.44537,56.61139,103.78183,1.29648,0.00000,23.15905,Zone 3,,,Valley
22285.3543844044,30950.57557277,103.78197,1.29618,"5220",399.99968,249.62563,62.40646,103.78179,1.29600,0.00000,23.79329,Zone 3,,,Valley
22285.3539808192,30930.6720928247,103.78197,1.29600,"5221",399.99968,242.65726,60.66436,103.78179,1.29600,0.00000,25.60603,Zone 3,,,Valley
22285.3519413298,30830.0489446467,103.78197,1.29509,"5226",399.99968,203.18014,50.79508,103.78171,1.29529,0.00000,34.17735,Zone 3,,,Valley
21925.8836636888,30950.583091508,103.77874,1.29618,"3906",399.99963,,,103.77835,1.29602,11.91097,32.49403,Zone 3,,,Valley
21965.9493652081,30990.3891926314,103.77910,1.29654,"4050",399.99964,,,103.77924,1.29675,18.07734,25.58338,Zone 3,,,Valley
22006.0137849546,30970.4848565807,103.77946,1.29636,"4197",399.99964,,,103.77951,1.29649,13.73250,26.90592,Zone 3,,,Valley
22225.2558675498,30889.760608708,103.78143,1.29563,"5004",399.99967,,,103.78099,1.29573,19.91292,30.33586,Zone 3,,,Valley
20965.4471123816,31230.3599582257,103.77011,1.29871,"388",399.99951,130.27138,32.56788,103.77043,1.29816,0.00000,37.18948,Zone 1,,,Valley
20965.4426075461,31050.1228497318,103.77011,1.29708,"397",399.99951,244.06709,61.01685,0.00000,0.00000,0.00000,34.29014,Zone 1,,,Valley
20965.4421104264,31030.2193655011,103.77011,1.29690,"398",399.99951,399.99951,100.00000,0.00000,0.00000,0.00000,33.28134,Zone 1,,,Valley
20985.4795201615,31230.3594579357,103.77029,1.29871,"461",399.99951,264.95996,66.24007,103.77043,1.29816,0.00000,38.99518,Zone 1,,,Valley
20985.4790238342,31210.4559735169,103.77029,1.29853,"462",399.99951,396.53700,99.13437,103.77043,1.29816,0.00000,37.47268,Zone 1,,,Valley
20985.4785275758,31190.5524891266,103.77029,1.29835,"463",399.99951,274.88087,68.72030,103.77043,1.29816,0.00000,35.93474,Zone 1,,,Valley
20985.4760197666,31089.9293184772,103.77029,1.29744,"468",399.99951,264.72384,66.18104,103.77055,1.29734,0.00000,35.52391,Zone 1,,,Valley
20985.4755239246,31070.0258342591,103.77029,1.29726,"469",399.99951,272.45651,68.11421,103.77055,1.29734,1.12475,35.04819,Zone 1,,,Valley
20985.4750281515,31050.1223500693,103.77029,1.29708,"470",399.99951,225.94903,56.48733,0.00000,0.00000,0.00000,34.29116,Zone 1,,,Valley
20985.4745324472,31030.2188659079,103.77029,1.29690,"471",399.99951,399.99951,100.00000,0.00000,0.00000,0.00000,33.23392,Zone 1,,,Valley
20985.4740368116,31010.315381775,103.77029,1.29672,"472",399.99951,251.04697,62.76182,0.00000,0.00000,0.00000,32.46369,Zone 1,,,Valley
21005.5169082803,31430.499553282,103.77047,1.30052,"524",399.99952,178.59627,44.64912,103.77069,1.30027,0.00000,35.08333,Zone 1,,,Valley
21005.5164126805,31410.596068646,103.77047,1.30034,"525",399.99952,217.14174,54.28550,103.77069,1.30027,0.00000,35.73426,Zone 1,,,Valley
21005.5159171493,31390.6925840385,103.77047,1.30016,"526",399.99952,334.54711,83.63688,103.77069,1.30027,0.00000,37.24726,Zone 1,,,Valley
21005.5154216867,31370.7890994595,103.77047,1.29998,"527",399.99952,297.48930,74.37241,103.77069,1.30027,0.00000,39.23317,Zone 1,,,Valley
21005.5148987727,31349.7798657681,103.77047,1.29979,"528",399.99952,176.86019,44.21510,103.77069,1.30027,0.71933,40.58833,Zone 1,,,Valley
21005.513908198,31309.9728967556,103.77047,1.29943,"530",399.99952,0.14369,0.03592,103.77034,1.29940,10.39689,43.70501,Zone 1,,,Valley
21005.5129178977,31270.165927857,103.77047,1.29907,"532",399.99952,242.27097,60.56782,103.77049,1.29911,0.29634,42.57360,Zone 1,,,Valley
21005.5124228504,31250.2624434503,103.77047,1.29889,"533",399.99952,265.48026,66.37014,103.77076,1.29852,0.00000,41.33769,Zone 1,,,Valley
21005.5119278717,31230.3589590722,103.77047,1.29871,"534",399.99952,77.49942,19.37488,103.77076,1.29852,5.58577,40.71445,Zone 1,,,Valley
21005.5114329616,31210.4554747225,103.77047,1.29853,"535",399.99952,78.51091,19.62775,103.77043,1.29816,5.53736,40.51725,Zone 1,,,Valley
21005.51093812,31190.5519904012,103.77047,1.29835,"536",399.99952,266.94584,66.73654,103.77043,1.29816,0.00000,40.02508,Zone 1,,,Valley
21005.5104433471,31170.6485061084,103.77047,1.29817,"537",399.99952,395.78941,98.94747,103.77043,1.29816,0.00000,38.04959,Zone 1,,,Valley
21005.5099486427,31150.745021844,103.77047,1.29799,"538",399.99952,312.52639,78.13169,103.77043,1.29816,0.00000,36.67912,Zone 1,,,Valley
21005.5094265292,31129.7357884846,103.77047,1.29780,"539",399.99952,369.51131,92.37794,103.77043,1.29816,0.00000,36.40670,Zone 1,,,Valley
21005.5089319658,31109.8323042787,103.77047,1.29762,"540",399.99952,377.84780,94.46206,103.77043,1.29816,0.00000,36.79058,Zone 1,,,Valley
21005.5084374711,31089.9288201012,103.77047,1.29744,"541",399.99952,257.29397,64.32357,103.77055,1.29734,0.00000,37.64479,Zone 1,,,Valley
21005.5079430449,31070.0253359521,103.77047,1.29726,"542",399.99952,262.05927,65.51490,103.77055,1.29734,0.52331,37.47596,Zone 1,,,Valley
21005.5074486873,31050.1218518314,103.77047,1.29708,"543",399.99952,263.78363,65.94599,103.77055,1.29734,0.00000,34.44358,Zone 1,,,Valley
21005.5069543982,31030.2183677392,103.77047,1.29690,"544",399.99952,376.11962,94.03002,0.00000,0.00000,0.00000,32.84441,Zone 1,,,Valley
21005.5064601778,31010.3148836753,103.77047,1.29672,"545",399.99952,379.01093,94.75285,0.00000,0.00000,0.00000,31.23443,Zone 1,,,Valley
21025.5497959095,31450.4025397476,103.77065,1.30070,"596",399.99952,206.04455,51.51120,103.77069,1.30027,0.00000,34.26708,Zone 1,,,Valley
21025.5493016604,31430.499055152,103.77065,1.30052,"597",399.99952,398.81436,99.70371,103.77069,1.30027,0.00000,35.23517,Zone 1,,,Valley
21025.5488074797,31410.5955705849,103.77065,1.30034,"598",399.99952,145.32341,36.33090,103.77069,1.30027,3.21740,36.70109,Zone 1,,,Valley
21025.5483133673,31390.6920860463,103.77065,1.30016,"599",399.99952,91.31001,22.82753,103.77069,1.30027,5.21113,39.86171,Zone 1,,,Valley
21025.5478193234,31370.7886015362,103.77065,1.29998,"600",399.99952,85.88859,21.47217,103.77069,1.30027,1.66058,43.25089,Zone 1,,,Valley
21025.5472979068,31349.7793679175,103.77065,1.29979,"601",399.99952,15.33303,3.83326,103.77069,1.30027,9.88849,44.07821,Zone 1,,,Valley
21025.5468040034,31329.8758834659,103.77065,1.29961,"602",399.99952,194.65657,48.66420,103.77078,1.29938,1.15581,45.03980,Zone 1,,,Valley
21025.5463101684,31309.9723990428,103.77065,1.29943,"603",399.99952,330.12341,82.53095,103.77078,1.29938,0.00000,45.44759,Zone 1,,,Valley
21025.5458164019,31290.0689146482,103.77065,1.29925,"604",399.99952,169.26017,42.31509,103.77078,1.29938,1.39496,45.29426,Zone 1,,,Valley
21025.5453227037,31270.165430282,103.77065,1.29907,"605",399.99952,52.72223,13.18057,103.77076,1.29852,7.16112,45.32991,Zone 1,,,Valley
21025.5448290739,31250.2619459443,103.77065,1.29889,"606",399.99952,377.84303,94.46087,103.77076,1.29852,0.00000,44.92969,Zone 1,,,Valley
21025.5443355125,31230.358461635,103.77065,1.29871,"607",399.99952,399.15350,99.78849,103.77076,1.29852,0.00000,43.56417,Zone 1,,,Valley
21025.5438420195,31210.4549773542,103.77065,1.29853,"608",399.99952,287.69002,71.92259,103.77076,1.29852,0.00000,42.88491,Zone 1,,,Valley
21025.5433485948,31190.5514931018,103.77065,1.29835,"609",399.99952,99.22598,24.80652,103.77076,1.29852,4.56649,43.17193,Zone 1,,,Valley
21025.5428552386,31170.6480088779,103.77065,1.29817,"610",399.99952,96.33367,24.08345,103.77043,1.29816,3.36340,41.10110,Zone 1,,,Valley
21025.5423619508,31150.7445246824,103.77065,1.29799,"611",399.99952,284.45646,71.11420,103.77043,1.29816,0.00000,39.56495,Zone 1,,,Valley
21025.5418413323,31129.7352913958,103.77065,1.29780,"612",399.99952,161.20650,40.30167,103.77043,1.29816,2.93974,38.74834,Zone 1,,,Valley
21025.541348185,31109.8318072587,103.77065,1.29762,"613",399.99952,224.62584,56.15653,103.77043,1.29816,1.93865,38.76248,Zone 1,,,Valley
21025.5408551061,31089.9283231501,103.77065,1.29744,"614",399.99952,332.25713,83.06438,103.77055,1.29734,0.00000,39.99726,Zone 1,,,Valley
21025.5403620957,31070.0248390699,103.77065,1.29726,"615",399.99952,396.45172,99.11305,103.77055,1.29734,0.00000,41.34143,Zone 1,,,Valley
21025.5398691536,31050.1213550182,103.77065,1.29708,"616",399.99952,314.28653,78.57173,103.77055,1.29734,0.00000,37.72857,Zone 1,,,Valley
21025.5393762799,31030.2178709948,103.77065,1.29690,"617",399.99952,210.76021,52.69012,0.00000,0.00000,0.00000,32.62386,Zone 1,,,Valley
21025.5388834746,31010.3143869999,103.77065,1.29672,"618",399.99952,216.84314,54.21085,0.00000,0.00000,0.00000,29.84915,Zone 1,,,Valley
21045.5816949712,31430.4985584504,103.77083,1.30052,"670",399.99952,399.70378,99.92606,103.77069,1.30027,0.00000,35.02161,Zone 1,,,Valley
21045.5812022096,31410.595073952,103.77083,1.30034,"671",399.99952,359.91231,89.97819,103.77069,1.30027,0.00000,36.76012,Zone 1,,,Valley
21045.5807095162,31390.6915894821,103.77083,1.30016,"672",399.99952,295.19081,73.79779,103.77069,1.30027,0.00000,40.72966,Zone 1,,,Valley
21045.5802168909,31370.7881050407,103.77083,1.29998,"673",399.99952,322.42362,80.60600,103.77069,1.30027,0.00000,44.73061,Zone 1,,,Valley
21045.5796969716,31349.7788714945,103.77083,1.29979,"674",399.99952,112.00638,28.00163,103.77069,1.30027,2.03421,46.48077,Zone 1,,,Valley
21045.5792044865,31329.8753871116,103.77083,1.29961,"675",399.99952,177.28571,44.32148,103.77078,1.29938,1.39550,47.46024,Zone 1,,,Valley
21045.5787120696,31309.9719027572,103.77083,1.29943,"676",399.99952,350.60653,87.65174,103.77078,1.29938,0.00000,48.20169,Zone 1,,,Valley
21045.5782197209,31290.0684184313,103.77083,1.29925,"677",399.99952,393.11855,98.27976,103.77078,1.29938,0.00000,48.89802,Zone 1,,,Valley
21045.5777274404,31270.1649341338,103.77083,1.29907,"678",399.99952,17.64268,4.41068,103.77078,1.29938,7.45950,48.40506,Zone 1,,,Valley
21045.5772352281,31250.2614498648,103.77083,1.29889,"679",399.99952,148.34272,37.08572,103.77114,1.29868,1.52864,47.74817,Zone 1,,,Valley
21045.576743084,31230.3579656242,103.77083,1.29871,"680",399.99952,213.94654,53.48670,103.77076,1.29852,0.00000,46.56518,Zone 1,,,Valley
21045.5762510081,31210.4544814121,103.77083,1.29853,"681",399.99952,372.28637,93.07170,103.77076,1.29852,0.00000,45.37672,Zone 1,,,Valley
21045.5757590004,31190.5509972284,103.77083,1.29835,"682",399.99952,399.99952,100.00000,103.77076,1.29852,0.00000,44.22288,Zone 1,,,Valley
21045.5752670609,31170.6475130732,103.77083,1.29817,"683",399.99952,330.09083,82.52281,103.77076,1.29852,0.00000,42.89818,Zone 1,,,Valley
21045.5747751896,31150.7440289464,103.77083,1.29799,"684",399.99952,253.34956,63.33747,103.77080,1.29802,0.00000,42.02502,Zone 1,,,Valley
21045.574256066,31129.7347957323,103.77083,1.29780,"685",399.99952,69.20391,17.30100,103.77084,1.29779,0.94312,40.84781,Zone 1,,,Valley
21045.5737643349,31109.831311664,103.77083,1.29762,"686",399.99952,203.04642,50.76167,103.77055,1.29734,0.58778,40.02662,Zone 1,,,Valley
21045.573272672,31089.927827624,103.77083,1.29744,"687",399.99952,223.80965,55.95248,103.77055,1.29734,0.00000,39.52615,Zone 1,,,Valley
21045.5727810772,31070.0243436125,103.77083,1.29726,"688",399.99952,189.87266,47.46822,103.77111,1.29728,0.00000,39.44743,Zone 1,,,Valley
21045.5722895506,31050.1208596295,103.77083,1.29708,"689",399.99952,0.16848,0.04212,103.77111,1.29728,10.44970,36.74825,Zone 1,,,Valley
21065.614088213,31430.4980631771,103.77101,1.30052,"743",399.99952,248.71941,62.17993,103.77069,1.30027,0.00000,34.09351,Zone 1,,,Valley
21065.6135968705,31410.5945787473,103.77101,1.30034,"744",399.99952,157.80996,39.45254,103.77069,1.30027,0.00000,36.49034,Zone 1,,,Valley
21065.6131055959,31390.6910943458,103.77101,1.30016,"745",399.99952,266.97390,66.74356,103.77110,1.30001,0.00000,42.01416,Zone 1,,,Valley
21065.6126143893,31370.7876099729,103.77101,1.29998,"746",399.99952,194.29240,48.57316,103.77110,1.30001,1.87411,47.14807,Zone 1,,,Valley
21065.6120959673,31349.7783764991,103.77101,1.29979,"747",399.99952,91.87915,22.96982,103.77119,1.29933,3.87274,51.49281,Zone 1,,,Valley
21065.6116049005,31329.8748921847,103.77101,1.29961,"748",399.99952,304.81770,76.20452,103.77119,1.29933,0.00000,53.81271,Zone 1,,,Valley
21065.6111139017,31309.9714078988,103.77101,1.29943,"749",399.99952,114.53745,28.63440,103.77119,1.29933,4.28008,54.83248,Zone 1,,,Valley
21065.6106229709,31290.0679236414,103.77101,1.29925,"750",399.99952,129.39558,32.34893,103.77078,1.29938,2.42772,57.38050,Zone 1,,,Valley
21065.6101321081,31270.1644394124,103.77101,1.29907,"751",399.99952,227.73693,56.93430,103.77114,1.29868,0.51569,57.12193,Zone 1,,,Valley
21065.6096413133,31250.2609552118,103.77101,1.29889,"752",399.99952,386.09414,96.52365,103.77114,1.29868,0.00000,54.03502,Zone 1,,,Valley
21065.6091505865,31230.3574710398,103.77101,1.29871,"753",399.99952,358.16173,89.54054,103.77114,1.29868,0.00000,50.94462,Zone 1,,,Valley
21065.6086599277,31210.4539868962,103.77101,1.29853,"754",399.99952,199.50146,49.87542,103.77114,1.29868,0.92673,47.32306,Zone 1,,,Valley
21065.6081693369,31190.550502781,103.77101,1.29835,"755",399.99952,213.68027,53.42013,103.77076,1.29852,0.88304,46.10746,Zone 1,,,Valley
21065.6076788141,31170.6470186943,103.77101,1.29817,"756",399.99952,230.40083,57.60028,103.77076,1.29852,0.00000,45.31134,Zone 1,,,Valley
21065.6071883593,31150.743534636,103.77101,1.29799,"757",399.99952,272.88587,68.22155,103.77076,1.29852,0.00000,44.33400,Zone 1,,,Valley
21065.6061804158,31109.8308174944,103.77101,1.29762,"759",399.99952,32.50769,8.12693,103.77111,1.29728,6.73092,40.42304,Zone 1,,,Valley
21065.6056901687,31089.9273335229,103.77101,1.29744,"760",399.99952,178.16973,44.54249,103.77111,1.29728,0.91000,36.49104,Zone 1,,,Valley
21065.6051999897,31070.0238495799,103.77101,1.29726,"761",399.99952,246.64334,61.66091,103.77111,1.29728,0.00000,33.84383,Zone 1,,,Valley
21065.6047098787,31050.1203656654,103.77101,1.29708,"762",399.99952,313.55540,78.38894,103.77111,1.29728,0.00000,33.51945,Zone 1,,,Valley
21085.6459914625,31410.5940849707,103.77119,1.30034,"817",399.99953,331.63585,82.90906,103.77142,1.30028,0.00000,37.08471,Zone 1,,,Valley
21085.6455016068,31390.6906006376,103.77119,1.30016,"818",399.99953,151.98259,37.99569,103.77110,1.30001,0.00000,43.04573,Zone 1,,,Valley
21085.645011819,31370.787116333,103.77119,1.29998,"819",399.99953,170.85649,42.71417,103.77110,1.30001,1.13180,48.18233,Zone 1,,,Valley
21085.6444948942,31349.7778829312,103.77119,1.29979,"820",399.99953,190.05508,47.51383,103.77110,1.30001,0.00000,52.29086,Zone 1,,,Valley
21085.6440052457,31329.8743986852,103.77119,1.29961,"821",399.99953,278.71128,69.67790,103.77121,1.29967,0.00000,55.23953,Zone 1,,,Valley
21085.643515665,31309.9709144676,103.77119,1.29943,"822",399.99953,310.60822,77.65215,103.77119,1.29933,0.00000,58.03871,Zone 1,,,Valley
21085.6430261521,31290.0674302784,103.77119,1.29925,"823",399.99953,318.97617,79.74414,103.77119,1.29933,0.00000,61.37047,Zone 1,,,Valley
21085.642536707,31270.1639461177,103.77119,1.29907,"824",399.99953,197.85635,49.46415,103.77119,1.29933,3.23824,61.79122,Zone 1,,,Valley
21085.6420473297,31250.2604619855,103.77119,1.29889,"825",399.99953,142.99582,35.74900,103.77114,1.29868,3.51440,60.41095,Zone 1,,,Valley
21085.6415580202,31230.3569778817,103.77119,1.29871,"826",399.99953,310.49746,77.62446,103.77114,1.29868,0.00000,57.33266,Zone 1,,,Valley
21085.6410687785,31210.4534938064,103.77119,1.29853,"827",399.99953,399.99953,100.00000,103.77114,1.29868,0.00000,53.42424,Zone 1,,,Valley
21085.6405796046,31190.5500097596,103.77119,1.29835,"828",399.99953,234.89513,58.72385,103.77114,1.29868,0.00000,47.23443,Zone 1,,,Valley
21085.6400904985,31170.6465257412,103.77119,1.29817,"829",399.99953,1.64766,0.41192,103.77120,1.29800,9.14838,46.58486,Zone 1,,,Valley
21085.6396014602,31150.7430417511,103.77119,1.29799,"830",399.99953,194.99364,48.74847,103.77120,1.29800,0.00000,45.73980,Zone 1,,,Valley
21085.6385964278,31109.8303247499,103.77119,1.29762,"832",399.99953,70.71185,17.67798,103.77111,1.29728,6.07331,41.10456,Zone 1,,,Valley
21085.6381075966,31089.9268408468,103.77119,1.29744,"833",399.99953,398.84348,99.71099,103.77111,1.29728,0.00000,37.00454,Zone 1,,,Valley
21085.6376188333,31070.0233569721,103.77119,1.29726,"834",399.99953,369.29456,92.32375,103.77111,1.29728,0.00000,33.76741,Zone 1,,,Valley
21085.6371301378,31050.1198731259,103.77119,1.29708,"835",399.99953,277.92168,69.48050,103.77111,1.29728,0.00000,33.74441,Zone 1,,,Valley
21105.6783859859,31410.5935926223,103.77137,1.30034,"890",399.99953,396.04144,99.01048,103.77142,1.30028,0.00000,35.77984,Zone 1,,,Valley
21105.6778975491,31390.6901083573,103.77137,1.30016,"891",399.99953,283.53260,70.88323,103.77142,1.30028,0.00000,38.60115,Zone 1,,,Valley
21105.6774091799,31370.7866241208,103.77137,1.29998,"892",399.99953,41.63104,10.40777,103.77142,1.30028,7.42387,43.86946,Zone 1,,,Valley
21105.6768937524,31349.7773907909,103.77137,1.29979,"893",399.99953,178.47254,44.61819,103.77175,1.29948,0.00000,49.20002,Zone 1,,,Valley
21105.6764055222,31329.873906613,103.77137,1.29961,"894",399.99953,82.69370,20.67345,103.77129,1.29951,5.53907,53.97805,Zone 1,,,Valley
21105.6759173596,31309.9704224635,103.77137,1.29943,"895",399.99953,293.56500,73.39134,103.77129,1.29951,0.00000,58.96391,Zone 1,,,Valley
21105.6754292646,31290.0669383424,103.77137,1.29925,"896",399.99953,288.80036,72.20017,103.77150,1.29922,0.00000,61.68674,Zone 1,,,Valley
21105.6749412372,31270.1634542499,103.77137,1.29907,"897",399.99953,324.45159,81.11299,103.77119,1.29933,0.00000,62.46503,Zone 1,,,Valley
21105.6744532774,31250.2599701857,103.77137,1.29889,"898",399.99953,297.11952,74.27997,103.77143,1.29880,0.00000,63.56636,Zone 1,,,Valley
21105.6739653852,31230.3564861501,103.77137,1.29871,"899",399.99953,185.18004,46.29506,103.77143,1.29880,0.00000,60.91522,Zone 1,,,Valley
21105.6734775606,31210.4530021429,103.77137,1.29853,"900",399.99953,178.58141,44.64540,103.77114,1.29868,3.92892,57.74847,Zone 1,,,Valley
21105.6729898036,31190.5495181641,103.77137,1.29835,"901",399.99953,340.97356,85.24349,103.77134,1.29832,0.00000,49.88617,Zone 1,,,Valley
21105.6725021142,31170.6460342138,103.77137,1.29817,"902",399.99953,226.24661,56.56172,103.77152,1.29793,0.00000,47.22464,Zone 1,,,Valley
21105.6720144925,31150.7425502919,103.77137,1.29799,"903",399.99953,333.51229,83.37817,103.77152,1.29793,0.00000,46.52937,Zone 1,,,Valley
21105.6714998539,31129.7333172941,103.77137,1.29780,"904",399.99953,164.23489,41.05877,103.77152,1.29793,0.00000,44.92321,Zone 1,,,Valley
