X,Y,buildingfootprintarea,percentbuilt,distToBuilding,terrain,HorticultureZone,Area,Temparea,Valley,distToTree,distToWalkway,distToRoad,distToPath,distToCourtTrack,distToCarpark,id,gridarea,roadarea,percentroad,patharea,percentpath,walkwayarea,percentwalkway,courttrackarea,percentcourttrack,carparkarea,percentcarpark,numtrees
21406.1432346675,30510.5066639003,,,18.773,15.64519,Zone 4,,,,8.03031946935737,12.2882032061888,0,27.725506055557,36.4550626243551,50.4933063078252,"2030",399.99957,249.330255280411,62.332630827681,,,,,,,,,"2"
21406.1427704381,30490.6031819174,0.72527,0.18132,13.27728,15.17409,Zone 4,,Temparea,,7.14950385523671,23.7608017835985,2.95612681687799,35.0178548971443,37.2331514097694,64.5564860146454,"2031",399.99957,113.271198204669,28.3178299928345,,,,,,,,,"4"
21406.1423062733,30470.6996999627,158.21833,39.55463,0.61595,15.11998,Zone 4,,Temparea,,3.28844842116688,31.0258222088258,5.26509851898135,45.3058308982152,44.560771443234,79.8557877399056,"2032",399.99957,96.9550356882975,24.2387849787682,,,,,,,,,"3"
21406.1418421731,30450.7962180364,188.07935,47.01989,0,15.1922,Zone 4,,Temparea,Valley,11.9546244082527,38.6040551734892,6.00487235827489,60.2531053763391,51.9826541793203,96.8434353070839,"2033",399.99957,80.0881841883988,20.0220675708223,,,,,,,,,"1"
21426.2013759901,31610.7264919518,,,16.55384,18.8698,Zone 2,,,,1.26889267380096,61.7614712948361,7.31989199829454,116.541686847471,223.079063051431,26.1298875396117,"2048",399.99957,56.4762016773643,14.1190655973366,,,,,,,,,"3"
21426.200883699,31589.7172593812,30.2765,7.56913,8.14869,18.60366,Zone 2,,,,5.4120321224555,41.1287999316782,0,113.936745986705,209.811578992229,6.3939746186228,"2049",399.99957,158.161051958142,39.540305495364,,,,,,,56.4593511584257,14.1148529630734,"3"
21426.2004173842,31569.8137759225,73.17532,18.29385,0,19.54363,Zone 2,,,Valley,20.5299935522116,22.2421725475612,2.67475770383131,114.997973771139,195.214900929294,0,"2050",399.99957,122.896590460069,30.7241806435114,,,,,,,297.472058925266,74.3680946770182,"0"
21426.1999511338,31549.9102924923,76.10265,19.02568,5.36156,18.42541,Zone 2,,,Valley,27.7019479637996,9.32302511632438,8.52817743125104,115.116019732996,181.486085225715,0,"2051",399.99957,22.5529866008356,5.63825271133056,,,0.424770899490929,0.106192839030034,,,290.376660049069,72.5942430510785,"0"
21426.1994849479,31530.0068090907,243.49259,60.87321,1.43694,17.68634,Zone 2,,,Valley,15.8102412614025,20.0091919640455,13.7142418916727,113.773470157402,168.990644845554,13.7190486921001,"2052",399.99957,,,,,,,,,,,"0"
21426.1990188265,31510.1033257176,143.41441,35.85364,0,17.96654,Zone 2,,,Valley,4.96591243477007,32.8632658544968,23.0634658401847,106.507733871026,158.021436158776,32.9086116363707,"2053",399.99957,,,,,,,,,,,"3"
21426.1985527695,31490.199842373,,,13.6996,18.5738,Zone 2,,,Valley,2.92719172270884,14.8092222962841,19.1898280582604,102.643507110628,148.873090099147,40.6938059973813,"2054",399.99957,,,,,,,,,,,"4"
21426.198086777,31470.2963590568,73.93273,18.4832,0,22.43602,Zone 2,,,,11.9925426691738,0,3.96615922226295,100.892641577752,140.619317404204,30.2606107614398,"2055",399.99957,130.032975648457,32.5082788585139,,,95.4829472633083,23.8707624768967,,,,,"0"
21426.1976208489,31450.3928757692,,,18.05361,24.70669,Zone 1,,,,5.91286158389878,15.3538027159529,3.77955226934458,88.4052371949922,134.458660564135,21.9488937691945,"2056",399.99957,174.755004559006,43.6887981052095,,,,,,,,,"1"
21426.1971549854,31430.4893925101,,,37.92934,25.2725,Zone 1,,,,13.4861757645974,7.36585017922046,0,68.7154510739316,131.060168190604,22.905719382541,"2057",399.99957,253.412321330504,63.3531484372605,,,29.6476482304527,7.41192002542719,,,,,"1"
21426.1966891862,31410.5859092794,,,26.07547,26.90352,Zone 1,,,,8.27064352864671,3.58254459260433,6.37494034924006,49.1979446975618,130.63958542528,9.25669226676977,"2058",399.99957,52.540841588484,13.1352245174874,,,41.4716914793619,10.3679340153695,,,28.6031920080551,7.1508056891299,"1"
21426.1962234516,31390.6824260773,2.32111,0.58028,11.56025,28.62025,Zone 1,,,,5.09373395694327,14.418504948326,15.9425528195113,30.1887329748304,133.225118424399,0,"2059",399.99957,,,,,,,,,226.396731932494,56.5992438273107,"2"
21426.1957577814,31370.7789429036,,,14.24445,28.58338,Zone 1,,Temparea,,10.8362479448905,21.0725904426953,22.6274127903559,13.6980824070176,138.648694115808,0,"2060",399.99957,,,,,,,,,286.406631075673,71.601734740783,"1"
21426.1952663106,31349.7697106956,,,15.13952,27.95322,Zone 1,,,,10.3329214627448,22.9812128344644,25.0634072286656,12.0098119574968,147.103540298557,0.320850156048099,"2061",399.99957,,,,,,,,,136.179203196539,34.044837397335,"1"
21426.1948007729,31329.8662275805,,,11.74048,28.00816,Zone 1,,,,6.35835627435785,20.2163275286857,21.6447216591124,7.82385667866118,157.297777729784,0,"2062",399.99957,,,19.8334162220365,4.95835938574546,,,,,196.774692274222,49.1937259518109,"3"
21426.1943352997,31309.9627444939,,,27.7598,29.94566,Zone 1,,,,3.27350887038494,14.7209872669449,17.3096929909996,0.370933006951359,169.227738507694,10.5038696014412,"2063",399.99957,,,35.9114375205218,8.97786903133967,,,,,0.104845776270099,0.0262114722448573,"4"
21426.1938698909,31290.0592614357,,,25.59722,32.40142,Zone 1,,,,7.29280854917963,8.03935785344259,9.55389965496748,0,182.553447981856,30.0758500397614,"2064",399.99957,13.1819142327276,3.29548210082517,105.209430474558,26.3023858937044,15.9966568721818,3.99916851715161,,,,,"2"
21426.1934045466,31270.1557784059,,,19.78242,35.87916,Zone 1,,,,8.60202780256513,0.232337913439623,0,10.2720927472633,196.991859081212,49.9107153659325,"2065",399.99957,204.438217692218,51.1096093658845,15.8733199710931,3.96833425873259,37.4653974929006,9.36635944206155,,,,,"1"
21426.1929392668,31250.2522954047,,,11.57362,38.73679,Zone 1,,,,7.94883949437767,7.80514217564113,0,14.9652323887448,212.316087472408,69.7846654456327,"2066",399.99957,360.9369936919,90.2343454248964,,,18.4872902121863,4.62182752151116,,,,,"2"
21426.1924740515,31230.3488124319,,,19.82339,42.59333,Zone 2,,,,4.0184691234694,4.52094374786725,6.29738945264707,28.9221648486612,228.347863429205,88.9875370419032,"2067",399.99957,66.2052880753912,16.5513398115381,,,34.4616744548907,8.61542787530764,,,,,"3"
21426.1920089006,31210.4453294875,19.17947,4.79487,9.46961,47.40427,Zone 2,,,,2.28794740458585,17.0977143949459,19.3591727203384,43.0441890109222,244.948300137253,107.140947405769,"2068",399.99957,,,,,,,,,,,"3"
21426.1915438141,31190.5418465716,274.1239,68.53105,0,52.24257,Zone 2,,,Valley,12.8101762683226,30.1134672813401,32.3789016052617,53.4582721970556,262.009331930165,116.928155482178,"2069",399.99957,,,,,,,,,,,"0"
21426.1910787921,31170.6383636841,,,10.54672,58.73854,Zone 2,Vegetated Ridge,,,21.0015521815436,43.8231778178763,46.1629897552846,68.228064471011,279.446609506078,127.74032043628,"2070",399.99957,,,,,,,,,,,"0"
21426.1906138346,31150.7348808251,,,29.77683,69.01765,Zone 2,Vegetated Ridge,,,29.6585567878055,58.1506713814208,29.0480679774961,85.1154977057574,297.193913757557,140.553486815929,"2071",399.99957,,,,,,,,,,,"0"
21426.1901231161,31129.7256489492,,,16.99177,76.54774,Zone 2,Vegetated Ridge,,,46.0109212062522,66.0875447013206,9.69632390110292,90.6008157042703,303.644846089711,155.703254693443,"2072",399.99957,13.2935236443924,3.32338448373643,,,,,,,,,"0"
21426.1896582911,31109.8221661486,227.6672,56.91686,0,77.01551,Zone 2,,,Valley,36.3843273036603,46.5378952413675,5.08588751936044,81.2588617613059,309.117263039694,170.438755408169,"2073",399.99957,63.0839024113886,15.7709925566641,,,,,,,,,"0"
21426.1891935306,31089.9186833765,189.60831,47.40213,0.48387,75.43082,Zone 2,Vegetated Ridge,,,17.7671253192874,27.0579905800255,16.1366008088221,76.0907004117207,315.751594251864,182.570428994929,"2074",399.99957,,,,,,,,,,,"0"
21426.1887288345,31070.0152006327,,,18.72734,69.70313,Zone 2,,,,2.04875322242401,7.58639049913074,0,75.9531699540757,323.476356854538,181.883370044388,"2075",399.99957,137.36500574743,34.3412883537425,,,15.0996801850223,3.77492410429899,,,,,"4"
21426.1882642029,31050.1117179174,,,32.28819,62.54769,Zone 2,Vegetated Ridge,,,6.66411757791082,11.0090409362612,13.3036522018959,80.8371175021613,332.215494550626,183.366999013534,"2076",399.99957,,,,,2.84475737748907,0.711190108901636,,,,,"1"
21426.1877996357,31030.2082352305,,,33.97013,54.56279,Zone 2,Vegetated Ridge,,,25.0828917642988,30.476247753447,25.3449553953406,84.930580079949,341.891230358702,186.969648942104,"2077",399.99957,,,,,,,,,,,"0"
21426.187335133,31010.3047525721,,,40.72385,49.52179,Zone 2,Vegetated Ridge,,,44.7905090399662,29.650435848207,27.0323455353186,72.5851079907733,352.426430862389,180.772082383684,"2078",399.99957,,,,,,,,,,,"0"
21426.1868706948,30990.401269942,,,47.48607,44.88036,Zone 2,Vegetated Ridge,,,31.7704240968781,22.627631265822,24.1443453765953,59.9974916705873,363.489641261758,163.104241323247,"2079",399.99957,,,,,,,,,,,"0"
21426.1864063211,30970.4977873403,,,56.04737,42.47385,Zone 2,Vegetated Ridge,,,19.9182228219159,7.9684560874067,9.48549131005539,52.1833053837266,373.577033311917,146.012802743952,"2080",399.99957,26.2553914913874,6.56385492899091,,,17.9177290754298,4.4794370842523,,,,,"0"
21426.1859420118,30950.594304767,,,69.32,41.12036,Zone 4,,,,7.22255773371357,0.745607297011929,0,51.3655484159897,384.430978874278,129.725790991863,"2081",399.99957,140.841355996012,35.2103768501582,,,75.0300386515566,18.7575298272337,,,,,"1"
21426.1854777669,30930.6908222222,,,65.36323,39.02488,Zone 4,Vegetated Ridge,,,7.43144204385065,11.3281486559281,13.1169893719924,55.0819256472662,395.988449833421,114.58673738359,"2082",399.99957,0.125201573441664,0.0313004270083751,,,4.70524207829911,1.17631178410995,,,,,"1"
21426.1850135866,30910.7873397057,,,59.41102,36.7113,Zone 4,Vegetated Ridge,,,3.3454404961592,21.5538524521378,23.10980729471,55.9187664259342,383.792357333397,101.056104193549,"2083",399.99957,,,,,,,,,,,"3"
21426.1845236884,30889.7781081913,,,59.89147,35.14462,Zone 4,Vegetated Ridge,,,7.77061346216783,30.9140258696781,32.355780312568,44.4138197538817,364.822902442547,88.4023293792737,"2084",399.99957,,,,,,,,,,,"1"
21426.1840596405,30869.8746257332,,,49.37628,33.62191,Zone 4,Vegetated Ridge,,,7.64180889586676,39.7425611387319,41.2051539125625,31.654507342424,347.068644550291,79.6917029218854,"2085",399.99957,,,,,,,,,,,"3"
21426.1835956571,30849.9711433034,,,36.45101,32.30431,Zone 4,,,,12.2815759300064,48.5929228449817,50.054545017635,27.3592462541598,329.560063082177,71.3419826304772,"2086",399.99957,,,,,,,,,,,"0"
21426.1831317382,30830.0676609021,,,23.52574,31.49387,Zone 4,,,,16.8746855802004,57.4409358912751,58.903969094515,16.2470664895416,312.338475999333,61.9659400353192,"2087",399.99957,,,,,,,,,,,"0"
21426.1826678837,30810.1641785291,12.43426,3.10857,10.60047,33.92015,Zone 4,,,,4.51938170671852,60.2118493187736,57.9078520506287,6.01439315571067,295.454073011383,51.2485066696074,"2088",399.99957,,,19.6433666081517,4.91084693119838,,,,,,,"5"
21426.1822040937,30790.2606961844,221.04576,55.2615,0,37.34341,Zone 4,,,Valley,5.14783930224185,64.1729548322542,41.4110341823492,5.26786626181141,278.968084525217,37.3249467732765,"2089",399.99957,,,25.6333065945624,6.40833353759915,,,,,,,"4"
21426.1817403682,30770.3572138682,136.40264,34.1007,5.67804,38.86546,Zone 4,,,Valley,2.60876850772254,54.0145238495239,29.4741479684023,13.9424980573424,262.955456988913,27.0408502997979,"2090",399.99957,,,,,,,,,,,"1"
21426.1812767071,30750.4537315802,343.55712,85.88937,0,39.38252,Zone 4,,,Valley,7.54379748218233,46.2549961950909,28.5460026089182,10.9985338706863,247.508080242255,28.5460026089182,"2091",399.99957,,,7.36254322954481,1.84063778607182,,,,,,,"8"
21426.1808131105,30730.5502493207,150.61571,37.65397,2.25885,39.69471,Zone 4,,,Valley,0.471440777275963,46.4088114411677,35.309919151615,6.06839786196255,232.738532381956,39.3972575196834,"2092",399.99957,,,42.0871508221845,10.5217990164801,,,,,,,"18"
21426.1803495783,30710.6467670895,8.70171,2.17543,10.72072,39.77477,Zone 4,,,Valley,4.79048123513347,54.4088972725227,46.13668867997,0.432566826807845,214.446609474456,53.4074573589819,"2093",399.99957,,,94.2169505612551,23.5542629611465,,,,,,,"5"
21426.1798861107,30690.7432848866,189.58122,47.39536,1.59263,39.1557,Zone 4,,,Valley,9.13275064677368,56.4081723271369,46.9077026020034,5.29941933867981,195.812644796824,67.5216679202809,"2094",399.99957,,,10.1675462724409,2.54188930064122,,,,,,,"2"
21426.1793969647,30669.7340537032,304.54716,76.13687,0.50589,37.23257,Zone 4,,,Valley,29.3681945392235,47.3096455093252,27.8796114826797,26.3039305321766,176.320683806939,71.4653153843107,"2095",399.99957,,,,,,,,,,,"0"
21426.1789336295,30649.8305715587,325.68474,81.42127,0,34.28131,Zone 4,,,Valley,24.3248262221027,38.7616450690267,10.2178371326555,46.2069000735851,157.858330040793,57.8823130037597,"2096",399.99957,7.85439630562467,1.96360118727744,,,,,,,,,"0"
21426.1784703588,30629.9270894424,147.37061,36.84269,1.28685,31.33543,Zone 4,,,Valley,4.44543695031304,30.2192237354417,1.25118993099409,50.8935567118419,139.444247137399,48.8439373158398,"2097",399.99957,110.504185427832,27.6260760549898,,,,,,,,,"2"
21426.1780071526,30610.0236073545,319.44974,79.86252,0,26.8843,Zone 4,,,Valley,14.1236529690874,22.3427008535239,11.4334421361452,57.0373518944247,121.44237705719,44.1775926330712,"2098",399.99957,5.21785906900512,1.30446616955241,,,,,,,,,"0"
21426.1775440108,30590.1201252949,209.64148,52.41043,3.37008,24.21333,Zone 4,,,Valley,10.9332452573672,26.7013978606138,28.9228366271247,68.3075246707021,104.13501352521,26.1526380907042,"2099",399.99957,,,,,,,,,,,"1"
21426.1770809335,30570.2166432636,97.56443,24.39113,6.57107,20.28433,Zone 4,,,Valley,11.9228175605909,41.4611892188492,40.7192144056646,60.0091847331838,87.9332038887,9.18873900133105,"2100",399.99957,,,,,,,,,18.7621930490658,4.69055330461124,"0"
21426.1766179206,30550.3131612607,374.2217,93.55553,0,16.50381,Zone 4,,,Valley,30.9365237005158,25.5860841211826,32.0300034527902,47.9814120318308,73.5710055295371,5.93000836519936,"2101",399.99957,,,,,,,,,37.0087783681317,9.25220453815281,"0"
21426.1761549722,30530.409679286,292.25623,73.06414,0,16.72327,Zone 4,,,Valley,14.2033259083767,6.26497035468876,14.6554881832459,37.2712050225662,62.3332540783073,24.8074121928003,"2102",399.99957,,,,,70.2137096557628,17.5534462838954,,,,,"0"
21426.1756920883,30510.5061973397,,,14.75344,16.21839,Zone 4,,,,6.03084559967265,3.41855208032275,0,35.0989416652406,56.1290786567702,36.3173953924572,"2103",399.99957,165.745395342923,41.4363933798537,,,72.4302048235583,18.1075706715281,,,,,"3"
21426.1752292688,30490.6027154217,143.13447,35.78366,2.01774,15.19531,Zone 4,,Temparea,,15.0368752538365,11.6650993637568,0,43.2090947589442,56.637527945942,52.3073883003872,"2104",399.99957,99.8089780817071,24.9522713441185,,,,,,,,,"0"
21426.1747665138,30470.699233532,303.77503,75.94384,0,15.25769,Zone 4,,Temparea,Valley,22.6796213805976,31.4868976106091,17.0339138456303,57.2700122548924,63.1483717125071,70.3240336716405,"2105",399.99957,,,,,,,,,,,"0"
21426.1743038233,30450.7957516706,128.02224,32.00559,3.16416,15.27896,Zone 4,,Temparea,Valley,28.311378330256,50.6481855446182,17.0834394292885,72.3229742964812,70.5702557324045,89.1469221445088,"2106",399.99957,,,,,,,,,,,"0"
21426.1738154977,30429.7865208476,101.89382,25.47348,4.29639,14.67417,Zone 4,,Temparea,,9.02085199620798,65.2743537773305,0,88.5215824555294,79.0455029476869,109.431182460349,"2107",399.99957,88.7261436210531,22.18155975044,,,,,,,,,"1"
21446.2337550983,31610.7260232313,,,34.70194,16.25696,Zone 2,,,,2.57285226638711,61.9311776907408,25.4971958482637,136.182198154375,238.498463561929,33.0169238358469,"2121",399.99957,,,,,,,,,,,"1"
21446.233264307,31589.716790729,,,22.29287,17.4192,Zone 2,,,,7.99100079545977,41.383204636142,16.667512969526,133.959728204101,223.450573129087,15.658113657364,"2122",399.99957,,,,,,,,,,,"1"
21446.2327994128,31569.8133073351,76.58688,19.14674,2.53253,18.2862,Zone 2,,,,5.47935584290095,22.6191551187083,8.30255031449496,134.873018489266,209.681194483063,14.1115442822226,"2123",399.99957,35.8012010541065,8.95030988510976,,,,,,,,,"3"
21446.2323345829,31549.9098239696,132.93657,33.23418,3.12185,18.15215,Zone 2,,,Valley,11.837709273561,4.35784435823552,0,135.086751216967,196.963309623212,9.81066779020204,"2124",399.99957,190.878727593501,47.7197331970883,,,15.840199128281,3.96005403912833,,,13.4515681278325,3.36289564707094,"0"
21446.2318698173,31530.0063406328,75.8742,18.96857,2.00325,17.25941,Zone 2,,,Valley,8.83054347112097,7.37138243177872,0.328707763250617,132.049694194408,185.513300552929,18.9621966016662,"2125",399.99957,168.48562766772,42.1214521974911,,,9.38358118648892,2.34589781846239,,,,,"1"
21446.2314051159,31510.1028573244,66.60237,16.65061,0,18.25644,Zone 2,,,Valley,6.50952214369898,15.6315626262221,3.03763111679019,125.843620907826,175.579387597953,35.399414801655,"2126",399.99957,134.041576676686,33.510430192884,,,,,,,,,"4"
21446.2309404788,31490.1993740445,69.7452,17.43632,1.93339,20.39718,Zone 2,,,,15.6531654068639,15.4232583299792,0.214250200362542,122.590413254439,166.992184384056,40.4058031223478,"2127",399.99957,149.925599498066,37.4814401670647,,,,,,,,,"0"
21446.230475906,31470.2958907931,13.02226,3.25557,10.33487,21.57605,Zone 2,,,,18.4446340960363,0.278806120814729,0.355196978730273,106.714506991552,159.377568042575,20.5649203280848,"2128",399.99957,160.206587689947,40.0516899780534,,,33.1901370193523,8.29754317469699,,,,,"0"
21446.2300113974,31450.3924075702,,,25.33437,24.61589,Zone 2,,,,4.53699362329015,0.120426759570146,0,86.811802441744,153.96931049048,2.34526362814379,"2129",399.99957,174.779006052192,43.6947984849565,,,34.9278685538451,8.73197652533604,,,60.8599960252174,15.2150153624459,"2"
21446.2295469531,31430.4889243758,,,43.02789,25.76069,Zone 2,,,,9.77286407918817,0,1.05021806410486,66.9095611783655,151.010546850135,11.7012901207134,"2130",399.99957,126.296443100418,31.57414471731,,,34.596527429545,8.64914115521298,,,,,"1"
21446.229082573,31410.58544121,,,39.02945,26.60755,Zone 1,,,,2.57247395202714,9.18486880518336,4.44959740187036,47.0083716028066,150.645674524429,25.4025684706281,"2131",399.99957,160.437031201881,40.1093009179688,,,20.4515293226672,5.11288782702122,,,,,"2"
21446.2286182573,31390.6819580726,,,29.96415,28.39601,Zone 1,,,,8.86482856747236,2.57285762398667,0,27.110549805495,152.893265215964,16.5129506657015,"2132",399.99957,136.385519442903,34.0964165143735,,,31.2070825454381,7.80177902327199,,,,,"3"
21446.2281540058,31370.7784749637,,,30.81935,29.09929,Zone 1,,,,10.4454529630312,2.83929863074325,2.81891599776133,7.24390113937692,157.641616151804,0,"2133",399.99957,127.384496353164,31.8461583229113,9.49378037692428,2.37344764568729,18.0718381351016,4.51796439058713,,,147.774766072219,36.9437312325658,"1"
21446.2276640322,31349.769242824,,,33.28033,29.96089,Zone 1,,,,6.80021436867231,3.58811611654492,5.03277328020594,5.89537246395098,165.126832295753,10.1760141420705,"2134",399.99957,93.6738498461636,23.4184876364151,46.8408115734235,11.7102154818375,30.1537918701073,7.53845607136711,,,0.477900954609656,0.119475367088434,"3"
21446.2271999128,31329.8657597737,,,30.7206,31.07681,Zone 1,,,,9.38971983290186,0.738602966460169,2.18326498669182,9.48880854547942,174.269935567499,16.950692093952,"2135",399.99957,139.194535941356,34.7986713939108,16.9376928121526,4.23442775504799,30.4272640661886,7.60682419388315,,,,,"1"
21446.2267358577,31309.9622767518,,,39.74822,32.8864,Zone 1,,,,12.2858348026263,2.92500676406428,0,16.8413111787778,185.109285099631,25.1532120570488,"2136",399.99957,159.705461573401,39.9264083142392,,,32.8420414083341,8.21051917839164,,,,,"0"
21446.2262718669,31290.0587937583,,,36.11461,34.74794,Zone 1,,,,4.7257833085684,9.19174177888107,0,14.9022053509024,197.365604153372,37.8762308599349,"2137",399.99957,346.012257636565,86.5031574000355,,,22.1603352787791,5.54008977529129,,,,,"1"
21446.2258079403,31270.1553107933,,,16.43459,35.83793,Zone 2,,,,9.74424022624715,0,0.368606241333816,8.87272836740265,210.79187189604,54.9648219247891,"2138",399.99957,202.896744014412,50.7242405321616,10.5277412368952,2.63193813855729,34.821437718264,8.70536878783745,,,,,"2"
21446.2253440779,31250.2518278568,29.96309,7.49078,2.53499,38.5322,Zone 2,,,,5.00511181485064,3.26072457911925,8.99634925042127,0.874112916609925,225.178911291722,72.4347137827797,"2139",399.99957,29.3793958845264,7.34485686685273,46.5674027356699,11.6418631989204,79.573288171353,19.8933434281824,,,,,"3"
21446.2248802799,31230.3483449487,,,15.98491,41.14766,Zone 2,,,,5.08840436398704,15.8882485539615,20.4328283387682,15.197423624234,240.354255628617,86.7808218262798,"2140",399.99957,,,,,,,,,,,"2"
21446.2244165461,31210.4448620691,179.12086,44.78026,0.95553,44.62147,Zone 2,,,,13.8848709296807,32.6201391820698,34.5364290496954,25.3393436291797,256.177851460126,102.991900482853,"2141",399.99957,,,,,,,,,,,"0"
21446.2239528765,31190.541379218,327.57814,81.89462,0,47.22005,Zone 2,,,Valley,27.5826594969703,45.2336330414184,41.6702986676922,40.5840720644561,272.536808939526,114.477702681399,"2142",399.99957,,,,,,,,,,,"0"
21446.2234892713,31170.6378963953,87.83241,21.95813,1.82105,53.10825,Zone 2,Vegetated Ridge,,,40.7680304187987,58.3120557317581,45.6757977830858,58.6885740925295,276.407290280119,126.858524841108,"2143",399.99957,,,,,,,,,,,"0"
21446.2230257303,31150.7344136009,,,20.19475,63.55883,Zone 2,Vegetated Ridge,,,46.0572174662836,72.0617070742511,36.8919133586659,77.6783612290611,279.509692347591,140.972775662042,"2144",399.99957,,,,,,,,,,,"0"
21446.2225365067,31129.7251817934,,,25.18788,73.33652,Zone 2,Vegetated Ridge,,,33.1323030601941,63.6574990113739,17.1847352724134,98.1168542103383,284.263445101929,157.235872331915,"2145",399.99957,,,,,,,,,,,"0"
21446.2220730979,31109.8216990576,41.7533,10.43834,6.94441,76.68514,Zone 2,,,,18.0728973294061,43.7541189271899,0,100.119050143523,290.101697956193,173.58562348932,"2146",399.99957,131.624309019234,32.9061126288795,,,,,,,,,"0"
